"nama","ulasan","penilaian"
"Bernike Putri","Gimana yaa kemarin saya beli barang yang ada promo udh dibayar malah dibatalinn truss saldonyaa harus bs dikirim lewat bank, kan saya ga punya rekening yaaa, sampak saya minta bantuan ke yang ada mbanking, agak kecewa sihhh soalnya baru pertamakali pake udh kaya gini","4"
"Motor Motor","aku seneng soalnya bagus aku pileh tokopidia soalnya bagus","5"
"aimyliana dira","selalu enak belanja disini, respon tokped juga selalu cepet??","5"
"Suhar gundul","Setelah update malah sering lemot ,buat buka","5"
"Yuliani Dewi","bagus,,, bnyk diskon nya ????","5"
"Sumarno Susilowati","Sangat mengecewakan","1"
"Vapor Abil","tolong sediakan no call center untuk keluhan konsumen","3"
"Luluk Zulaikhah","Saya baru pertama kali mau order di tokped tapi kenapa pesanan saya dibatalkan otomatis oleh pihak tokopedia padahal sudah berhasil transfer. Saya pakai bank BSI tapi karena tidak ada jadi saya pilih mandiri syariah karena memang sistem bank BSI menggunakan sistem mandiri syariah dan itupun berhasil transaksinya. Mohon bantuannya!","1"
"Heijoe Ardi","Tokopoints Mantap..! Tokopedia Terbaik..!!!","5"
"nur kahfi ibrahim","Selalu tingkatkan kualitas & toko yg sudah tidak aktif mohon d kick aja ??????","5"
"firmansyah","aneh ini aplikasi, kaga bisa bayar barang yg mau di beli, udah di coba copot pasang aplikasi tetep aja kaga bisa, eror internet, padahal internet pake provider merah .","1"
"Yusuf Arrahman","Katanya ada promo 0 rupiah pengguna baru ehh ternyata di batal kan oleh pihak Tokopedia.... Gmana nihh..dan kode promo nya ga berfungsi ..","1"
"Marjuki","Tokopoint tdak bisa di gunakan","1"
"Henrry Julian Alfando","menurut saya pribadi pengiriman lamaa,masih mendingan Shopee lumayan cepet","4"
"Rain Bow","Saya pengguna baru di toped .. Saya mau tanya pas masuk promo harga cuma 100 itu gmna ya mksd na ??","3"
"yulia wati","Mohon perbaiki map untuk kurir instan ny.karna 2x saya pesan di tokped,alamat dan titik pengiriman ny jauh bgt .sampai saya harus bayar ongkos ny double","2"
"Sarmita Ongso","Mohon maaf aku kasih 3 aja soalx Gk cod nya","3"
"Donny James Marentek","sangat membantu memenuhi kebutuhan kami sekeluarga","5"
"Kedy 3112","Sy baru pertama buka cenel in dan sy belum pernah punya uang dan tempat tinggal yg bagus,maaf saya orang miskin.","1"
"phendy saja","Tidak bisa transaksim setiap pembayaran selalu connection time out & web page not found. Sudah coba di screenshoot, dapetnya blank hitam. Diajukan komplain, diikuti instruksi dengan mesin penjawab chaating, diminta bukti screenshoot. Gimana ini yah?","1"
"Maung Bodas","Selama ini respon toped kl ada kendala sama seler sangat bagus.","5"
"siti hidayati","Tokopedia pas utk belanja dan mudah Mantap bro Ayo belanja terus dimasa pandemi saat ini belanja jadi lebih mudah dan aman, dengan tokopedia","2"
"Yohanis Manuk Allo","Saya pengguna baru, belanjaan pertama tiba-tiba tercancel karena terindikasi pelanggaran s&k. Seharusnya sebelum membayar pihak Tokopedia harus memfilter dulu vouchernya kalau emang gak bisa dipakai. Dan untuk belanjaan yang dicancel, pihak Tokopedia harus memberitahukan juga alasannya kenapa, peraturan mana yang dilanggar. Heran aja, perasaan gak ngelanggar apa2, tiba2 tercancel. Kalau kaya gini, lebih bagus toko orange kemana mana. Mau narik saldonya juga bingung, krn saya gak punya rekening.","1"
"FIKSI FF","alhamdulillah banget ya","5"
"BANG SAFEN","Coba dulu.kalau bagus baru aku tambah bintang nya","5"
"Kikan Nur Fala Diva","sangat bagus,banyak gratis ongkir??????","5"
"One Piece","Tampilan menu, dan cara pemesanan sebenarnya sudah bagus, tapi sangat kecewa karena metode pembayaran yang terbatas, dan tidak di sediakan menu atm bersama, lalu mengenai harga Rp 0 bagi pengguna baru untuk transaksi nya benar2 sulit, dan waktu sangat terbatas yang menyusahkan, saat gagal transaksi, malah langsung tidak bisa transaksi berikutnya. Lebih mengutamakan pembeli apl sebelah, iklan juga terlalu berlebihan dengan embel embel hadiah, paling ga terima hoax, maaf delete","1"
"Mahendra Mahesa","terimakasih banyak atas pelayanan nya barang sudah sampai tujuan semoga selalu amanah buat semua rekan kerja yang ikut serta dalam proses nya. terimakasih TOKO PEDIA","5"
"Siman Son","proses di Tokopedia Okay banget","4"
"Jajang Permadi","Kalau mau cari perbandingan antara Shopee, Lazada dan Tokopedia itu mudah. Shopee dan Lazada masih lebih baik dari Tokopedia, karena pelayanan Tokopedia paling buruk diantara aplikasi Online Shop yang ada di Indonesia. Pelayanan Tokopedia sangatlah Buruk ! ??????","1"
"Erik Permana","Tolong kepada pihak Tokopedia setiap saya mau belanja akun saya melanggar persyaratan promo tolong jelaskan pelanggaran apa yg saya lakukan setiap saya mau belanja pakai promo percuma klo mau belanja akun saya melanggar persyaratan tolong jelaskan?","3"
"Ridwan 14","sangat membantu kebutuhan saya","5"
"Akop Ismail","saya belum mengerti apa ini ttg toko pedia..","5"
"endra darmahendra","Suka sekali dengan Apk inie","5"
"Abigail Mei Haryati","sangat memuaskan belanja di Tokopedia terutama soal pembayaran sangat mudah??","5"
"panji18606 channel","Produknya pilihan. Harga melawan. Distribusinya merata sampai ke pelosok sini. Kurirnya ramah dan bersahabat. Thankyou tokopedia. Kenapa nggak bintang 5 ? Tak ada gadng yg tak retak. Cuma itu aja kok Mksh dah di respon cepat. Pesanan saya hari ini bisa dicepetin gan.. ditunggu banget nihpingin aku bantung eh. Hp jadul atu2nya. Download juga gegara ngarep dpt hp","5"
"Andi Nugraha95","wahh gratis belanja pengguna baru","5"
"Wamangkola Nunungbinunung","Barangnya bagus berkualitas","5"
"Eril agung Mustofa","kasih gratisan lagi om","3"
"Meybey Cooking","Kok jd gk bs screen shot","2"
"Avrilozura Leonheart","Suka banget banyak promonya","5"
"Maliha Hafizh","Sering banget kendala pembayaran kenapa ya bukan sekali dua kali ini tiap transaksi pasti eror minta bantuan suruh ini itu diikutin tapi teteap eror gak bisa...lama2 cek out dari tokped pindah sebelah enak lancar","3"
"Pin Alpin","moga moga cepat datang","5"
"Nabila Zhafira AzZahra","Baru gabung di Tokped. semoga bisa langganan. lumayan dapet voucher gratis belanja.","5"
"mas tangin","Semoga semakin terpercaya","5"
"LIA TONI","Pengembalian dana cepat, pengiriman tepat waktu","5"
"Angga Yessa","Sayangnya via pembayaran elektronik cm ada ovo. Pdhl lbh bnyak yg pkek dana","2"
"Riyoshi fortun","Kirain bener dpt hadiah,aah hapus aja","1"
"Ryan arie","Tolong pihak anter aja koreksi alamat saya. Dr toped nya benar tp pas d print nomor rmh nya salah. Profesional apa tdk? Klo ga bs mending jgn pick brg. Nyusahin aja.","5"
"tamrul jinan","Bagus, promonya nyata, cuma gak biasa dg tampilannya, trus rating dan ulasan jg minim padahal itu pnting utk jadi pertimbangan pelanggan dlm menentukan kepercayaan thd toko, kalau d toko sebelah setiap memberi rating dan ulasan dpt reward yg lumayan, rp. 100/barang, strategy bagus. Lanjutkan!!","4"
"Ida Vanessa Turnip","Kepada Yth Tokopedia. Disini saya mau komplen ada teman saya pengguna baru dan belum ada sama sekali buat pemesan barang. Semalam buat pesanan barang dan menggunakan kode promo diskon 30rb karena khusus pengguna baru terus siang ini jm 12 sudah melakukan pembayaran kemudian lihat notifikasi begini : dibatalkan otomatis oleh sistem karena pesanan melanggar T&C. ini maksudnya gmna ya pihak Tokopedia mohon direspon !!!","1"
"Demak Demak","aplikasi ini sangat berguna bagi semua orang di seluruh dunia mughan aplikasi ini berjalan dengan lancar","5"
"hendi ijal","Kok tumben live tracking instannya gk bisa..tolong di perbaiki jdi bisa bintang 5 deh","3"
"Yusmi Putri","Sya senang mendapatkan voucher Tokopedia 1.000.000","5"
"Vincent Oktavian","Mantap, abis update notifnya udh gk ngebug lagi, overall UInya gk susah dipelajari, bisa dapat gratis ongkir lagi kalo belanja minimal 50k di toko dengan tanda ""Bebas ongkir"" [Rating sebelumnya: ?3] Tolong diperbaiki, notifikasi dari panen telur sering muncul dengan tanpa alasan dan sangat mengganggu, thx","5"
"Arsian Psg","Aplikasi penipu pesanan gua di batalin gitu aja, klo mau ngebatalin ya sebelum gua bayar bukannya setelah gua bayar","1"
"Aldoni Universe","Susah bener mau masuk menu pembayaran . Tolong diperbaiki .. Akun e-commerce saya yg lain baik baik aja padahal..","1"
"Abdulmalik Alghifari","saya pengguna baru jadi tidak dulu komentar yang tidak2 menarik aja banyak gratisan??tapi gatau bener gatau engga mudah mudahan aja bener, ulasan selanjut nya tunggu kebuktian dulu ya hehe","5"
"Sopian Saury","mantap lah pokoknya","5"
"Nadya brooklyn","ko panen telur di aplikasi saya hilang ya, mohon bantuannya ya :((","4"
"Jeli Habibeh","Terima kasih TOKO PEDIA sangat membantu mendapatkan coin dan mudah di aplikasi uang nyata","5"
"Sugandika Hangga Warisman","Barang di cancel otomatis dan vocer traktiran pengguna baru juga hangus,,,kecewa","1"
"Rika Bangko","Sedih apk yang baru panen telurnya ilang... Kasih bintang 2 udah terlalu banyak","2"
"Car Kasim","Telurnya hilang udah dikit lagi seperti harapan palsu uninstal ah","1"
"Gunixstma Rolland","Sayang fitur telurnya ilang, padahal dah mau panen","2"
"Ryan Pradipta","Panen telur kemana woyyy...padahal gue dikit lg panen ehh malah ngilang....asu kali kau","1"
"Toni Pristiawan","Sangat tepat dengan baran g yg d beli","5"
"gery prasetya","Ijin bertanya. Apakah even pecah telur telah berakhir ?, kok di di menu tokopedia tidak ada ya mulai jam 3 tadi. padahal hampir panen:(","4"
"Vina Yulia Putri","Aplikasi ini sangat berguna","4"
"Natan Torkis","Saya lg maen game panen telur trus tb2 eror minta update, pas update game panen telurnya ga ada lg, rese bgt dah, pdhl sisa dikit lg br panen telurmya, kn lg ngumpulin wwooyy bwt belanja.. Payaaaaahhhhhh. Ratingw ubah klo ada lg panen telurnya!!!!!","3"
"Fani Sofwan","Promo panen telur kok hilang ya min? Apakah program panen sudah selesai?","4"
"Rasyid Yudha","di tambah lagi bonus bonusnya","5"
"Nurul Azizah Azzahra S","Hai Tokopedia fitur telur nya kemana?","1"
"eko sulis","Apakah game panen telur sekarang sudah ditiadakan, kok tidak muncul diaplikasi, padahal sangat membantu sekali..","5"
"Ket tudt","Belanjanya yg lebih murahnya biar lancar belanjanya ??????","5"
"Gi Shop","pelayanan cepat,mudah untuk belanja","5"
"Dedek Rudhiono","Kenapa penetasan telur eror ya gak bisa di buka","1"
"Claudiya bella puspyta Puttry anggreiny","Dua bintang dulu deh...","2"
"Ekom Suhaidah","Saya kira cuman saya sendiri yg download karna ikan google dapat hadiah voucer 1juta. Ternyata setelah saya baca beberapa ulasan banyak juga, mohon maaf ni ya.. strategi marketing nya rendahan bgt jadinya..","1"
"Aziz Nur Falah","Tokopedia, e-Commerce pilhan saya yang nyaman untuk digunakan, tidak seperti app e-commerce sebelah (S*), yang pusing dengan munculnya pop up berlebih, tampilan UI yang membingungkan, dan penaatan tata letak yang kurang rapih.","5"
"Pengguna Google","hahaha kasian toko pedia mau rame dengan cara menipu biar banyak yang instal","4"
"Endang faryaningtyas","Toko pedia sgt"" membantu bagi bagi saya, ??????","5"
"Ahmad Bustomi","banyak fitur menarik, kalau bisa ditambah fitur pinjaman dana seperti akulaku dan shopee","5"
"Hari Subagyo","Hore dapat Legging dan masker kesehatan 50 pcs diskon jadi bayar cuma nol Rupiah , terima kasih Tokopedia","5"
"Azwar Jana","Saya senang dan puas selama saya belanja di Toko Pedia ini prosesnya cepat,kalau dibatalkan proses pencairan uangnya lancar","5"
"Ai Sasti","Aplikasinya terus ada pembaharuan fitur. Bagus sekali. Thanks tokopedia..","5"
"Made Sentana","efisien, efektif dan lengkap. cara operasinya simpel bgt. tks toped ??","5"
"Fakhri Hafidz","Eh udh ada lagi cuman ganti baju ternyata si panen telur??","5"
"sarmi sarmila","mudah"" an selalu sukses dan banyak pelangan nya.","3"
"Murni Agus","Kecewa download apk ini , kenapa apk nya keluar"" sendiri trus , mau pesan jadi gak bisa² hadeh capek","1"
"Yasmin Cantika","Sya uda downlod apk tpi tdk bsa trik hadia yg sdh sya diklaim...bohong ini ma hanya untk spya di downlod aj in apkx...","1"
"fridarida Frida","Diperbaiki dong layanannya. Masa mau cancel order yang jelas2 belom dikonfirmasi sama seller,, harus nunggu persetujuan seller. Padahal order pakai grab/gosend harus nya kan hari itu juga estimasi sampai nya. Seller nya pada lemot gak jawab chat pdhal pake kurir instant/sameday.","3"
"intan febriani","Jangan mau download tokped, penipu! S3 marketing biar banyak yg download, gua udah berhasil dapet hadiah uang, pas di download gaada apa apa!","1"
"Syakila Rahma","senang sekali belanja d toko pedia banyak voucher dan diskon jadi jadi lebih hemat belanjanya terimakasih toko pedia sukses selalu semoga bisa jadi langganan di toko pedia","5"
"Sule musi","sejauh ini belum ada masalah ????mantab dah ??","5"
"Hirose Aoyama","Banyak gratis ongkir dibandingkan S*op*","5"
"ariel kaligrafi19","LUAR BIASA...biar bintang yang bicara ?? sekedar saran saja perbanyak produk lokal (dalam negeri) kurangi produk luar bila perlu tiadakan ??","5"
"Ray","Bintang 4 dl ya, mklum sya pendatang baru","4"
"aqua blue","Makasih developer Pecah telur udah kembaLi normaL Tmbahin lagi hadiah toko point untuk pecah telurnya. Markotop bngt nih.. Udah gratis ongkir. Ditambah voucher pecah teLur.. Love toped","5"
"Galih Yoga","Ketika log out ovo dan mau aktivasi ovo lagi harus nunggu lama.","1"
"Syahmiral Bay","Masak gue toupup skrg malah masuk ke id orang malah koin uang saya berkurang balikin aplikasi ga guna","1"
"Elv Sandria","banyak promo, lumayan untuk aku yg miskin nan jelata ini","5"
"Hershin Akari","Gk mau up date ntar jd lemot n vocer dikurangi kayak kmarin..?? usahakn developer tokopidia merespon para pelanggan agar kedepanya lbh baik..klo progamnya tdk d perbaiki dg bnar maka jln slahkn pelanggan yg kecewa atas hal tersebut.dan ranting tokopedia jd anjlok sama toko sebelah...","3"
"Kapten Kaderak","Parah ni.. Udh order langsung di batalkan Tokopedia. Tobat mending belanja di tetangga sebelah. Sdh 2 kali pertama di batalkan penjual krna stok hbs padahal di situ tidk tertera stok hbs. Kedua dibatalkan oleh Tokopedia krna tidak memenuhi syarat karena adanya pelanggaran. Mohon diperbaiki Tokopedia terhormat.","1"
"rio ari wibowo","ini maksudnya gimana.. uda bayar lewat indomaret malah pembelian saya dibatalin kenapa wooe... klau emng takut rugi bilang gak usah kasih voucer diskon 30ribu","1"
"joko saptono","Orderan lancar, blm pernah bermasalah. Tdk spt lapak sebelah, akun sy pernah dibajak supliernya, uang diterima tp barang tdk sampai.","5"
"Ton Ton","baru coba toko pedia. semoga bagus","5"
"Mukrim 123","Halo tokopedia selalu sukses dan ok","5"
"Graha Tambak","Aplikasi ini sangat bagus","5"
"Sona Sumiangsih","Pengembalian dana saya tidak bisa di tarik hanya karna dibawah 50 ribu, dan tidak bisa di masukan kedalam ovo. Mungkin bagi karyawan dan pemegang saham tokped uang 39.700 hanya receh, tapi bagi saya pedagang kecil uang itu sayang berharga bisa untuk tambahan modal usaha saya. SAYA AKAN PERBAIKI BINTANGNYA JIKA DANA SAYA BISA DI KEMBALIKAN !!!!!!","1"
"Ade Rustiana","Sangat bagus,,,,sangat membantu,","5"
"fuji lestari","Kecewa katanya bisa dapat barang harganya 0 eh ternyata pas dipesan 2hari kemudian dibatalin??","1"
"Sopyan Amir","Pembayaran nya makin lengkap, maju terus tokped","5"
"Kevin Sandiho","Customer Servicenya kaya tembok, di chat 1 hari baru bales","2"
"Oki Riski Fatulloh","Promonya udah ga banget sekarang. Biasanya banyak cashback, ini udah dikit bet","1"
"andang andreago","cuma suruh download aja gayanya dapat hdiah nyata donk ... memalukan !!! gak bermutu nih aplikasi !!!!","1"
"Zainal Arif","Toko pedia cukup membantu masyarakat dlm masa pandemi covid 19.","3"
"Debrians Wardana","Nggk suka sama cara promo2nya. Gk jelas dan menyusahkan.. 1x d klik hangus sudahh klo cuma buat ngecek aja.","1"
"Rudi Ari","Masa kurir gak bisa ke cipanas/cianjur, harus ubah alamat berkali2 tetep gak bisa.. Padahal apps yg lain gak ada masalah","1"
"Sri Harsini","Parah pembelian pertama dapet promo di cancel pihak tokped jdi ga bisa di pake lagi promonya mending Shopee aja jgn percaya klo dpt promo pasti ga bakal berguna .","1"
"Maksum Hidayat","Ganti bintang 5 sesuai janji","5"
"Witno Hadi Nurkholis","tampilan sederhana mudah untuk di gunakan dan banyak ongkirnya ??","5"
"rky sab","Penipuan... udh dapet promo pembelian pertama tapi di cancel pihak tokped jdi promo nya ga bisa di pake lagi klo ga mampu buat promo ga usah buat dah dari pada rating turun kyk gini","1"
"Ovi Novi","Knp pas mau masuk harus daftar terus","5"
"Moh. Zaenal Mustofa","belanja menyenangkan","5"
"Rudy Wilyanto","banyak kebutuhan bisa didapat","5"
"Sumartini Sumartini","Mantap gampang belanja sekarang..","5"
"wahyu hidayat","Katanya mau kasih hadiah uang 50.000.000 kepada saya setelah diinstal tidak dapat apa-apa, penipu","1"
"Mutia Mutia","TokopediaCare selalu merespon dengan cepat atas kesulitan pelanggan","5"
"Budi Efendi","Promonya hoax gk bs digunakan, otomatis di batalin.. Gk amanah, aplikasi penipu..","1"
"riswanto wanto","Update baru kemarin... Diskonya n cas back nya banyakin dong","5"
"Afra Wibawa","Tiba2 makan kuota banyak, video otomatis jalan & gak penting video nya juga, apa2an ini? youtube saja apk video gak gini2 amat.. Mohon diperbaiki!!!","1"
"Rian Reza","makasih buat yg bikin tokopedia aplikasi ini membantu saya saat kondisi vandemi corona untuk tetap dirumah maksih bamyak buat tokopedia yg paling mantap ???????? buat jual beli online ?? yu buruan download aplikasinya bentar lagi akan ada WIB cepat download ya","5"
"Sanss","UI keren dan best lah pokoknya","5"
"Naryo Thok","Antara hoax dan riil barang yg dijual... Byk korban pembeli kecewa","3"
"Saidin Thohari","5 bintang sy kasih . Aplikasi jual beli online yg bagus","5"
"muhammad ramadany","Gak bisa screenshoot di Tokopedia","4"
"Nur Hasanah","Alhamdulillah suda bertahun-tahun pake hp suda beribu ribu aplikasi yg sy download baru aplikasi Tokopedia yg betul betul kasi sy hadia 750.000","5"
