,nama,ulasan,label
2307,Pengguna Google,,1
2308,Lianly Desiani,simple transaksinya gratis ongkir kualitas harga murah,1
2309,Seara Ambrina,cashback points pesan selesei,1
2310,Ringga_Jati Ringga_Jati,respon cepat,1
2311,Andry Phin,akun bonus pakai,1
2312,Siwi Suci,respon cepat tangan cepatpengiriman cepat kurir ramah pokok muas,1
2315,Luky Tea,kecewa mesen ko cansel mkasih kecewa,1
2316,Nur Sidiq,muas layan langgan,1
2318,ika natasya,dapet vocer potong dibataalin saldo refund kecewa mending belah tarik saldo gmna gapunya rekening,1
2320,Dila Arsinta,rupiah aye aye,1
2321,Hayani Hayani,bom,1
2322,Natasya Putri,mantap gratis ongkir,1
2324,Makmum dasilva dosantos,kupon pake point prank,1
2325,Rekinta Sibarani,simple mudah erti,1
2326,Yuliana Yuliana,puas sukses jaya,1
2327,Wily Yanto007,keren promo,1
2328,Hashimpalancol Ar Ramlan,hadiah rp,1
2329,fakta kerja nyata dan smart,suka gelaiiiiii mari cinta produk indonesia tinggal produk asing numpang kaya indonesia,1
2330,Neneng Sopiah,bagus bangetterima kasih,1
2333,kantibarni tersiani,rp ramebohong kecewa banget uninstal pake belah transaksi tipu tipu kaya,1
2334,Ratih Yanuar,bukaerror,1
2336,masithoh ithoh,tokopediacare senang,1
2337,Didi Dorris,,1
2338,ridwan Maulana,holder gps motor complain return kirim tera alamat kirim terima paket alamat terima tulis alamat kirim tulis return alamat ditindaklanjuti complain up media sosial seller block akun,1
2339,Siti Aminah,gabisa pilih bayar hasil beli ditokopedia,1
2340,AS KUNCORO,pesan percaya,1
2341,Sinta Septia,tkopedia mantap jos gratis ongkir,1
2342,Bumi Ganesya Ganesya,ko iklan sii,1
2343,Borneo Bali Tour,respon otomatis cepat beli transfer rekening batal beli dana transfer rekening otomatis cepat rugi dana transaksi rugi jual beli tunda,1
2344,Yakub Ismail,suka blanja,1
2346,Yuli Kristianti,puas kemarin pilih bayar muncul neterrtimedout,1
2347,Dechi Yanthi,akukasih bintang apalikasi inibagus banget,1
2348,Nur Syifa Setiawan,traktiran bangawokawokawokmo percaya tipuemang gratis nipu nipu,1
2349,Yek Pangkasefna,promo bonusnya,1
2351,CELINE,bintang muas bintang,1
2352,wiji mulyani,alam benarbenar kesal malam transaksi promo gratis ongkir ribu pagi uang transfer sesuai pesan pesan batal langgar tuduh refund danaribetnya ampun benarbenar badan badan tenaga kuota,1
2353,Andri Yanto,bantu untunk keperluwan jikalo,1
2354,Samsul Martapura,bantu dsaat,1
2355,Muliady Angkawidjaja,mudah aman,1
2358,Ardi Antok,bintang mengunakan,1
2359,GURU TIPAR AREN,coba bayar cash dana tipu,1
2360,Laiman Asiyah,assalamualaikumkepada kasih duadulu bukti menang google,1
2361,rizky rosady,nicesii salah langgan promo butuh story pembelanjaan fashion kasih diskon makan,1
2363,Stevan Malonda,hadiah php klik bayar batal pesan promo hadiah pesan catat transaksi ujung batal team pake promo hadiah bos fakta php doang parah bos,1
2364,Reank Agenk,recomended,1
2365,Talita Sakhi,respon jual baikcepat tanggapmakin sukaaa,1
2366,Timade Maghurang,mantap,1
2367,Muhammad Ridwan Hakim,naikin rating cashbacknya turun banyakin promo,1
2368,–? shizu !,aky sukaaaaaaaa bangettt karna dapet robux kasih bintang,1
2369,Arif Pamungkas,pokok mantap,1
2370,Dean Atha,udh milih pembayaranya udh klik bayar mlah beranda udh coba tetep,1
2372,Teguh Prihantoro,tolong tahan tingkat,1
2373,Uq lexmana,mudah promo maju,1
2375,Muhammad Pandi Official,tolong kepemilik ready post gilir order batal susah bener,1
2376,Darus Salam,selesai transaksi error hidup lot aplikasitokopedia hilang log daftar minggu pesan kirim batal aju dana hubung greyter uang saran ulang struk bayar geraialfamart gerai struk bayar pergi nilai segitu berartianeh hilang,1
2377,Adim Saefudin,senang menu bayar transaksi beli pulsa error ngeluarin promo potong harga kepake gara pembayarannya selesai promo oke sepele susah retel onlineshop belah ngeluarin promo proses transaksi nggak hambat servus,1
2378,riski anggraini,ongkir minimal transaksi,1
2379,Puput Daniyati,mantap cashback gratis ongkir,1
2380,Bahar 848,kasih kasih maju jaya,1
2381,Manusia Badut,tolong checkout bayar tapierror terustolong perhati sistem,1
2384,Mr Difong,ku ngga konfirmasi kecewa saranin instal nunggu ngga nyesek,1
2385,Rury Rangkuti,verifikasi cepat,1
2386,Chandra Nugraha,layan fast respon,1
2387,Bayu Santika,lumayan lbih gampang ribet,1
2388,monggo jaya,bih mudah,1
2389,Romi Noviko,promo dipulsa tipu tipupas,1
2390,Devi Tamara,suka banget potong voc ehehe,1
2391,Putra Wisesa,pakai paylater,1
2392,Abdurrahman Salfaridyo,seru mudah bertransaksi,1
2393,Syahira Maulida,dpat vocher juta,1
2394,Nurul Maisya,uninstall kecewa,1
2395,Sholeh Rosyad,dm ff tipu instal tipu beneran dm kirim kasih bintang,1
2396,Iput Aramita,langgan kecewarespon jual bagussetiap komplain respon jual cepatsemoga tingkat layan langgan terimakasih,1
2397,OTAK JEPANG,apl nyamangak cod,1
2398,Hik Mah,voucher beneran dapet,1
2399,Herni Dwi,bom langgan,1
2400,Zainal Udo,rekomen,1
2401,Pung Saumin,bantu suka pusing milih pajang offline pintar nawar,1
2402,Jemmy Yusak,jaring internet cepat,1
2403,M yus Sufrianto,bri karna sya erti msi blajar,1
2406,Darsono Sono,mantap cari customernya,1
2407,Candra Sinar,marketplace sayang cinta karya,1
2408,MAS LANJAR DEES,suka salut foundernya,1
2409,Rere Rere,ngasih hadiah kaga niat ngasih,1
2410,Parnando Ardiansyah Harahap,aktif hilang,1
2411,HERBIN RAYNALDI SYAHRONI,mantap tambahin paylater mantap,1
2412,Fauzi Luqman Noor Ikhwan,nice app interface simple ribet pokok mantep,1
2413,Heri Suryahadi,jaya,1
2414,Widia untuk Zaen,kasih bintang puas banget sinibanyak promo gratis ongkir pengirimannya sesuai gambar abal,1
2415,Tony Andriyanto,bantu,1
2416,Rudi nurdin chanel,blanja onlinesemoga amanah blanja,1
2417,Rya Aprillia,kecewa pesan sllu suka tokopointx tukar brg,1
2418,Bima Al,layan bagus cepat pesan,1
2419,Koko Thamrin,keren keren,1
2420,abdul rohman,ongkir papua tolong timbang,1
2421,Abel Zulfikar,tolong opsi pembayarannya gopay udh marger madih bom bayar gopay opsi bayar gopay kasih bintang,1
2422,Sopian Sinaga,bagus emang hadih,1
2423,Yunus Tehos,klau sya tmbah lgi,1
2424,Wildan Oke,coba,1
2425,almada aulia,percaya seller jual ditokped nyesel gunain hadiah kasih lumayan batas kasih hemat biaya suka hemat hehehbtw thanks hadiah koin muas seller percaya jual varian,1
2426,Putri Mega Rentika,produk gratisstistis kasih kasih,1
2427,Pisang Kecil,ori banget,1
2428,sandy wijaya,mudah,1
2429,saepidin ahmad,keren gratis,1
2430,Hisyam maulana,terimakasih smoga sukses,1
2431,film kartun anak lucu,mantapsemoga hadiah,1
2433,Udan Aming,nama yad tinggal jawa barat taman bunga nusantara tlong hadiah anterin usaha swasta indonesia,1
2434,Sri Boyati,bodo promo gratis batal pesenannya nggak nglanggar atur transaksi batal,1
2435,Ridwan Sundaya,bantu,1
2436,Izzi Qonnita,lengkap nggak nyesel install kembang,1
2437,akhmad cahyono,variasi produk,1
2439,Mia Mia,sayang cod instal semogah bayar kaya shopeehuuuyyyy kasian,1
2440,very hidayat,percaya aman nyaman pokok best,1
2441,Muhamad Dera,sesuai tulis tipu,1
2442,Sis Wanto,asyikpengguna dpet traktiran gratisini demen,1
2443,Erikson Kair,terimakasih bagibagi hadiah,1
2444,Lilik Suloso,bagus transaksi puas,1
2445,Dedi Agustian,dapet gratis makasih,1
2446,Kiki Ap,sukses sllu ttp tahan sllu mberikan info tbru layan tbaik,1
2447,Wardhiah Said,taikkkkkkkkkkk mutu,1
2449,Arza ariwahyudi,pelit jarang diskon ongkir gratis minimal minimal ongkir gratis transaksi mending shope vocher checkout,1
2450,MUHAMAD RAFLI,mantap,1
2451,Aulyachz Official,suka banget fitur fitur mudah,1
2452,BOEDAY EMANG BOEDIMAN,ku,1
2453,Dika Anggara,promo,1
2454,Febrianto Eko,saran aktip kasih setting akun,1
2455,Mafruhin Fuad,mati,1
2456,REYN NOLOIS,kasih kasih kenyamanannya solusi aman nyaman kirim bebas ongkir promo cashback tarik tingkat,1
2457,Leo Karsono,kasih dl karna gnkn,1
2458,Irul Iyung,mantulll cepat,1
2459,Agustine Bahagiani,sulit debit saldo byr item beli mudah shoppe proses,1
2460,Salma Wati,latih oke pokok trimakasiiiihhh,1
2461,Layla mahya,rp yasukses,1
2462,Indra Romli Wijaya,market place promo buyer mudahmudahan berkah untung seller,1
2463,Bernato Syahputra,suka senang,1
2465,Lutfi Saputra,bis,1
2466,Ika Wulansari,sgt memuaskantrima,1
2467,Kmlaa Kmlaa,bener akun promo diskon tarik stlah order promo tf briva stlh tf pesan dibatalin tbtb alas langgar atur akun serius nyesel bgttt parah maaf kesel,1
2468,Alika Aja,tipu hadiah dri google chrom ujung sruh apps tpi hadiah bsa ambil dasar tukang tipu pngen bnyak pngguna tpi pakai mutu,1
2469,Ijul Fikar,vocher knp,1
2470,maya devi tri purnamasari,fasilitas sungguh woww sukses,1
2471,Bom deLonge,kerjasama silahturahmi jaga aamiin,1
2472,Rani Cornelia manullang,ku tf duluan,1
2473,Diana Ayu puspita,nyoba gratis ongkir,1
2474,Ihda Biefaz,hemat point suka cashback ongkir variatif warning aktif qt karna info aktif sukses mudah smua,1
2476,Ali Topan,slmt pgi aju pinjam modal gagal kemenu utama sedia pinjam onlen penambambahan modal usaha sya trima ksih sukses selaluuuuu,1
2477,Garlic Bread,tolong sistem bayar cod daerah badung bal digunaka terimakasih,1
2481,Mardiana Yasin,beli bagus kecoh emang kualitas harga miring,1
2482,mrsy fh,kendala akun review ulang,1
2483,Brother shark,tarik tunai bsa suruh masukin sandi sandi gua masukin baca akun milik sandi gmna byr bsa tarik,1
2484,Hasan Sofian,kasih kasih bik,1
2487,Askuri Kok,gratis ongkir bantu,1
2488,Noor Solichin alatperagasemarang,order stelah tinggal bayar produk aktif respon seller ngecek rincian pesan walopun tinggal bayar seller aktif batal order krm batal tunggu respon seller uang nganggur dsna bbrp batal order kasih seller,1
2489,slide Gamerz,beneran dtraktir beneran dateng ngga dateng makasih traktirannya,1
2490,Andrey Dickey,sponsor internet karna bentuk video rusak,1
2491,Dwi Prasetya,alam ditoped senang promo diskonterima kasih,1
2492,Udin Ponpol,sesuai,1
2493,Ipank Fokus,sealalu,1
2495,Supriyadi Hidayat,cuek beli offline daftar jual,1
2496,Sasy Arsenyo,sya harap hadiah,1
2497,Bernike Putri,kemarin beli promo udh bayar dibatalinn truss saldonyaa kirim bank rekening sampak bantu mbanking kecewa pertamakali pake udh kaya,1
2498,Motor Motor,bagus pileh tokopidia bagus,1
2499,aimyliana dira,respon cepat,1
2501,Yuliani Dewi,bagus diskon,1
2502,Sumarno Susilowati,kecewa,1
2503,Vapor Abil,tolong sedia call center keluh konsumen,1
2505,Heijoe Ardi,tokopoints mantap,1
2506,nur kahfi ibrahim,tingkat kualitas aktif kick,1
2507,firmansyah,aneh kaga bayar beli coba copot pasang tetep kaga eror internet internet pake provider merah,1
2509,Marjuki,tokopoint,1
2510,Henrry Julian Alfando,pribadi kirim lamaamasih mending shopee lumayan cepat,1
2511,Rain Bow,promo harga gmna mksd,1
2512,yulia wati,map kurir instan nykarna pesan tokpedalamat titik kirim bayar ongkos,1
2513,Sarmita Ongso,maaf kasih soalx cod,1
2514,Donny James Marentek,bantu penuh butuh keluarga,1
2517,Maung Bodas,respon kendala seler bagus,1
2518,siti hidayati,mudah mantap ayo pandemi mudah aman,1
2519,Yohanis Manuk Allo,belanjaan tibatiba tercancel indikasi langgar sk bayar memfilter vouchernya emang pakai belanjaan dicancel memberitahukan alas atur langgar heran ngelanggar tercancel kaya bagus orange narik saldonya bingung rekening,1
2520,FIKSI FF,banget,1
2521,BANG SAFEN,coba dulukalau bagus bintang,1
2522,Kikan Nur Fala Diva,bagusbanyak gratis ongkir,1
2523,One Piece,tampil menu mesan bagus kecewa metode bayar batas sedia menu atm harga rp transaksi sulit batas susah gagal transaksi transaksi utama beli apl belah iklan embel embel hadiah kasih hoax maaf delete,1
2524,Mahendra Mahesa,terimakasih layan amanah rekan proses terimakasih,1
2525,Siman Son,proses okay banget,1
2527,Erik Permana,tolong akun langgar syarat promo tolong langgar pakai promo akun langgar syarat tolong,1
2529,Akop Ismail,erti,1
2530,endra darmahendra,suka inie,1
2531,Abigail Mei Haryati,muas utama bayar mudah,1
2532,panji18606 channel,produk pilih harga lawan distribusi pelosok kurir ramah sahabat thankyou nggak bintang gadng retak respon cepat pesan dicepetin gan tunggu banget nihpingin bantung jadul atunya gegara ngarep,1
2533,Andi Nugraha95,wahh gratis,1
2534,Wamangkola Nunungbinunung,bagus kualitas,1
2535,Eril agung Mustofa,kasih gratis,1
2536,Meybey Cooking,screen shot,1
2537,Avrilozura Leonheart,suka banget promo,1
2539,Pin Alpin,cepat,1
2540,Nabila Zhafira AzZahra,gabung langgan lumayan dapet voucher gratis,1
2541,mas tangin,percaya,1
2542,LIA TONI,dana cepat kirim,1
2543,Angga Yessa,sayang via bayar elektronik pdhl bnyak pkek dana,1
2544,Riyoshi fortun,kirain bener hadiahaah hapus,1
2545,Ryan arie,tolong anter koreksi alamat print nomor rmh salah profesional mending pick brg nyusahin,1
2546,tamrul jinan,bagus promo tampil rating ulas minim pnting timbang langgan percaya belah rating ulas reward lumayan rp strategy bagus,1
2547,Ida Vanessa Turnip,komplen teman pemesan malam pesan kode promo diskon siang jm bayar notifikasi batal otomatis sistem pesan langgar tc gmna direspon,1
2548,Demak Demak,dunia mughan jalan lancar,1
2549,hendi ijal,tumben live tracking instannya bisatolong bintang,1
2550,Yusmi Putri,sya senang voucher,1
2553,Aldoni Universe,susah bener menu bayar tolong akun ecommerce,1
2554,Abdulmalik Alghifari,komentar tarik gratisantapi gatau bener gatau engga mudah mudah bener ulas tunggu kebuktian,1
2555,Sopian Saury,mantap pokok,1
2556,Nadya brooklyn,ko panen telur hilang bantu,1
2557,Jeli Habibeh,kasih kasih bantu coin mudah uang,1
2558,Sugandika Hangga Warisman,cancel otomatis vocer traktiran hanguskecewa,1
2560,Car Kasim,telurnya hilang dikit harap palsu uninstal,1
2563,Toni Pristiawan,baran beli,1
2564,gery prasetya,ijin even pecah telur menu jam panen,1
2565,Vina Yulia Putri,,1
2567,Fani Sofwan,promo panen telur hilang program panen selesai,1
2568,Rasyid Yudha,bonus bonusnya,1
2569,Nurul Azizah Azzahra S,fitur telur,1
2570,eko sulis,game panen telur tiada muncul diaplikasi bantu,1
2571,Ket tudt,belanjanya murahnya lancar belanjanya,1
2572,Gi Shop,layan cepatmudah,1
2574,Claudiya bella puspyta Puttry anggreiny,bintang,1
2575,Ekom Suhaidah,cuman karna ikan google hadiah voucer juta baca ulas maaf strategi marketing rendahan,1
2576,Aziz Nur Falah,ecommerce pilhan nyaman app ecommerce belah pusing muncul pop up tampil ui bingung penaatan tata letak rapih,1
2578,Endang faryaningtyas,sgt bantu,1
2579,Ahmad Bustomi,fitur tarik fitur pinjam dana akulaku shopee,1
2580,Hari Subagyo,hore legging masker sehat pcs diskon bayar nol rupiah kasih kasih,1
2581,Azwar Jana,senang puas proses cepatkalau batal proses cair uang lancar,1
2582,Ai Sasti,baharu fitur bagus thanks,1
2583,Made Sentana,efisien efektif lengkap operasinya simpel tks,1
2584,Fakhri Hafidz,udh cuman ganti baju panen telur,1
2585,sarmi sarmila,mudah sukses pelangan,1
2586,Murni Agus,kecewa pesan capek,1
2587,Yasmin Cantika,sya uda downlod tpi bsa trik hadia sya diklaimbohong untk downlod apkx,1
2588,fridarida Frida,layan cancel order bom konfirmasi seller nunggu seller order pakai grabgosend estimasi seller lot chat pdhal pake kurir instantsameday,1
2589,intan febriani,tipu marketing gua hasil dapet hadiah uang gaada,1
2590,Syakila Rahma,senang voucher diskon hemat belanjanya terimakasih sukses langgan,1
2591,Sule musi,mantab,1
2592,Hirose Aoyama,gratis ongkir banding sop,1
2593,ariel kaligrafi19,biasabiar bintang bicara saran produk lokal negeri produk tiada,1
2594,Ray,bintang dl mklum sya,1
2595,aqua blue,makasih developer pecah telur normal tmbahin hadiah point pecah telurnya markotop bngt gratis ongkir voucher pecah telur love,1
2596,Galih Yoga,log aktivasi nunggu,1
2597,Syahmiral Bay,masak gue toupup id koin uang balikin,1
2601,rio ari wibowo,uda bayar indomaret beli dibatalin wooe klau takut rugi kasih voucer diskon ribu,1
2603,Ton Ton,coba bagus,1
2604,Mukrim 123,sukses,1
2605,Graha Tambak,bagus,1
2606,Sona Sumiangsih,dana tarik karna ribu karyawan pegang saham uang receh dagang uang sayang harga modal usaha bintangnya dana,1
2607,Ade Rustiana,bagussangat bantu,1
2608,fuji lestari,kecewa harga dipesan dibatalin,1
2609,Sopyan Amir,bayar lengkap maju,1
2610,Kevin Sandiho,customer servicenya kaya tembok chat bales,1
2611,Oki Riski Fatulloh,promo banget cashback dikit bet,1
2612,andang andreago,suruh gaya hdiah malu mutu,1
2614,Debrians Wardana,nggk suka promo susah klik hangus sudahh ngecek,1
2615,Rudi Ari,kurir cipanascianjur ubah alamat tetep apps,1
2616,Sri Harsini,parah beli dapet promo cancel pake promo mending shopee percaya promo,1
2617,Maksum Hidayat,ganti bintang sesuai janji,1
2618,Witno Hadi Nurkholis,tampil sederhana mudah ongkir,1
2619,rky sab,tipu udh dapet promo beli cancel promo pake promo rating turun kyk,1
2620,Ovi Novi,knp daftar,1
2621,Moh. Zaenal Mustofa,senang,1
2623,Sumartini Sumartini,mantap gampang,1
2624,wahyu hidayat,kasih hadiah uang diinstal tipu,1
2625,Mutia Mutia,tokopediacare merespon cepat sulit langgan,1
2626,Budi Efendi,promo hoax otomatis batalin amanah tipu,1
2627,riswanto wanto,kemarin diskonya cas back banyakin,1
2628,Afra Wibawa,makan kuota video otomatis jalan video youtube video,1
2629,Rian Reza,makasih bantu kondisi vandemi corona rumah maksih bamyak mantap jual beli buru bentar wib cepat,1
2630,Sanss,ui keren best pokok,1
2632,Saidin Thohari,bintang kasih jual beli bagus,1
2633,muhammad ramadany,screenshoot,1
2635,Ferry Rahardjo,coba,1
2637,Herman nurdin,terimakasih bantu jual onelin,1
2638,Billy Wang,pantes sepi rusak ajah belabelain nunggu ajah pindah orange sabun anak lumayan untung margin,1
2639,Elly Phipir,bayar cod,1
2640,Jano Hafizah,kulit bangun bagamana pesan speaker bulutu,1
2641,nk kh,coba mudah muas,1
2643,Cak Udi,emang terbaikgood job,1
2644,Daeng Waze,blanja mudah aman repot rumah,1
2645,Indrayani Zam,transaksi mudah ongkir,1
2646,Aulia Meilani,ass gmna tk mengrimkn alamat sllu tunggu hadiah mudah uang uang sumbangkn tk bngun msjid sya krna bangun msjid,1
2647,devi puspita hardwilani,begoo promo pasa checkout bayar hasil bayar cancel otomatis niat ptomo kesel badan badan kuotaa,1
2648,YASIR SATRIYO,bawa ubah hidup ku love inspiration,1
2649,Ameu Tjung,sistem tlp hubung returan ribet tanggap beli ambil putus beli duit beli balikin jual kecewa jual,1
2650,Mala Adi,sungguh keluarga senang,1
2653,farida ida,piru kampung nama talagakambelukirim talagakambelu yaaaa,1
2654,YurikeYf YurikeYf,notifikasi menang juta bner,1
2655,Ikhwanul Ihsan,sen rp batalin langgar lazada indonesia,1
2656,Erin Faurina,kasih kasih,1
2657,BLAKPINK,tipu bosen dengernya kasilah bintang usaha pandemi covid keras marah berusahalah marah ajar tua tata krama pakai tata sopan tuhan suka usaha berhendak usaha jaya bismillah,1
2658,ery santana,mudah murah mantabb,1
2659,Yana Onesix05,kerennnlah pokona mahbanyak promo,1
2660,Arka Bomboem,kupon cash back beli product masalahartinya kupon menang diuangkan beli product,1
2661,Randy Rahmadan,kualitas lot sinyal full buka liat lot banget kesini kebukanya tolong,1
2662,Didi Hermawan,mantap bener satusatunya ngasih gratis,1
2663,Rama Winardi,minitu traktiran smua tokoko biaya angsuransi ko off bayar kurir biaya angsuransi rp,1
2664,Syafarudin Tanjung,uang harryart uang mandiri marah uang note perhati bajar ramah asalrusak perhati bagus import china indonesia bagus bajar tokotoko bekas bagus puji tuhan amen terimakasih,1
